"underlying","monthly","expiration","execution_date","last_trade_date","num_otm"
"EWJ",False,"2012-11-23","2012-11-16","2012-11-23","1"
"EWJ",False,"2012-11-30","2012-11-23","2012-11-30","1"
"EWJ",False,"2012-12-14","2012-12-07","2012-12-14","1"
"EWJ",True,"2012-12-22","2012-12-14","2012-12-21","2"
"EWJ",False,"2012-12-28","2012-12-21","2012-12-28","2"
"EWJ",False,"2013-01-04","2012-12-28","2013-01-04","1"
"EWJ",False,"2013-01-11","2013-01-04","2013-01-11","1"
"EWJ",True,"2013-01-19","2013-01-11","2013-01-18","1"
"EWJ",False,"2013-01-25","2013-01-18","2013-01-25","1"
"EWJ",False,"2013-02-01","2013-01-25","2013-02-01","1"
"EWJ",False,"2013-02-08","2013-02-01","2013-02-08","1"
"EWJ",True,"2013-02-16","2013-02-08","2013-02-15","1"
"EWJ",False,"2013-02-22","2013-02-15","2013-02-22","1"
"EWJ",False,"2013-03-01","2013-02-22","2013-03-01","1"
"EWJ",False,"2013-03-08","2013-03-01","2013-03-08","2"
"EWJ",True,"2013-03-16","2013-03-08","2013-03-15","2"
"EWJ",False,"2013-03-22","2013-03-15","2013-03-22","1"
"EWJ",False,"2013-03-28","2013-03-22","2013-03-28","1"
"EWJ",False,"2013-04-05","2013-03-28","2013-04-05","2"
"EWJ",False,"2013-04-12","2013-04-05","2013-04-12","1"
"EWJ",True,"2013-04-20","2013-04-12","2013-04-19","2"
"EWJ",False,"2013-04-26","2013-04-19","2013-04-26","2"
"EWJ",False,"2013-05-03","2013-04-26","2013-05-03","1"
"EWJ",False,"2013-05-10","2013-05-03","2013-05-10","2"
"EWJ",True,"2013-05-18","2013-05-10","2013-05-17","2"
"EWJ",False,"2013-05-24","2013-05-17","2013-05-24","2"
"EWJ",False,"2013-05-31","2013-05-24","2013-05-31","6"
"EWJ",False,"2013-06-07","2013-05-31","2013-06-07","4"
"EWJ",False,"2013-06-14","2013-06-07","2013-06-14","4"
"EWJ",True,"2013-06-22","2013-06-14","2013-06-21","5"
"EWJ",False,"2013-06-28","2013-06-21","2013-06-28","3"
"EWJ",False,"2013-07-05","2013-06-28","2013-07-05","2"
"EWJ",False,"2013-07-12","2013-07-05","2013-07-12","3"
"EWJ",True,"2013-07-20","2013-07-12","2013-07-19","3"
"EWJ",False,"2013-07-26","2013-07-19","2013-07-26","3"
"EWJ",False,"2013-08-02","2013-07-26","2013-08-02","3"
"EWJ",False,"2013-08-09","2013-08-02","2013-08-09","2"
"EWJ",True,"2013-08-17","2013-08-09","2013-08-16","3"
"EWJ",False,"2013-08-23","2013-08-16","2013-08-23","2"
"EWJ",False,"2013-08-30","2013-08-23","2013-08-30","2"
"EWJ",False,"2013-09-06","2013-08-30","2013-09-06","2"
"EWJ",False,"2013-09-13","2013-09-06","2013-09-13","2"
"EWJ",True,"2013-09-21","2013-09-13","2013-09-20","3"
"EWJ",False,"2013-09-27","2013-09-20","2013-09-27","2"
"EWJ",False,"2013-10-04","2013-09-27","2013-10-04","2"
"EWJ",False,"2013-10-11","2013-10-04","2013-10-11","2"
"EWJ",True,"2013-10-19","2013-10-11","2013-10-18","3"
"EWJ",False,"2013-10-25","2013-10-18","2013-10-25","2"
"EWJ",False,"2013-11-01","2013-10-25","2013-11-01","2"
"EWJ",False,"2013-11-08","2013-11-01","2013-11-08","2"
"EWJ",True,"2013-11-16","2013-11-08","2013-11-15","2"
"EWJ",False,"2013-11-22","2013-11-15","2013-11-22","2"
"EWJ",False,"2013-11-29","2013-11-22","2013-11-29","2"
"EWJ",False,"2013-12-06","2013-11-29","2013-12-06","2"
"EWJ",False,"2013-12-13","2013-12-06","2013-12-13","2"
"EWJ",True,"2013-12-21","2013-12-13","2013-12-20","3"
"EWJ",False,"2013-12-27","2013-12-20","2013-12-27","2"
"EWJ",False,"2014-01-03","2013-12-27","2014-01-03","1"
"EWJ",False,"2014-01-10","2014-01-03","2014-01-10","2"
"EWJ",True,"2014-01-18","2014-01-10","2014-01-17","1"
"EWJ",False,"2014-01-24","2014-01-17","2014-01-24","1"
"EWJ",False,"2014-01-31","2014-01-24","2014-01-31","2"
"EWJ",False,"2014-02-07","2014-01-31","2014-02-07","2"
"EWJ",False,"2014-02-14","2014-02-07","2014-02-14","2"
"EWJ",True,"2014-02-22","2014-02-14","2014-02-21","2"
"EWJ",False,"2014-02-28","2014-02-21","2014-02-28","2"
"EWJ",False,"2014-03-07","2014-02-28","2014-03-07","2"
"EWJ",False,"2014-03-14","2014-03-07","2014-03-14","2"
"EWJ",True,"2014-03-22","2014-03-14","2014-03-21","2"
"EWJ",False,"2014-03-28","2014-03-21","2014-03-28","2"
"EWJ",False,"2014-04-04","2014-03-28","2014-04-04","2"
"EWJ",False,"2014-04-11","2014-04-04","2014-04-11","2"
"EWJ",True,"2014-04-19","2014-04-11","2014-04-17","2"
"EWJ",False,"2014-04-25","2014-04-17","2014-04-25","1"
"EWJ",False,"2014-05-02","2014-04-25","2014-05-02","1"
"EWJ",False,"2014-05-09","2014-05-02","2014-05-09","2"
"EWJ",True,"2014-05-17","2014-05-09","2014-05-16","1"
"EWJ",False,"2014-05-23","2014-05-16","2014-05-23","1"
"EWJ",False,"2014-05-30","2014-05-23","2014-05-30","1"
"EWJ",False,"2014-06-06","2014-05-30","2014-06-06","2"
"EWJ",False,"2014-06-13","2014-06-06","2014-06-13","1"
"EWJ",True,"2014-06-21","2014-06-13","2014-06-20","1"
"EWJ",False,"2014-06-27","2014-06-20","2014-06-27","1"
"EWJ",False,"2014-07-03","2014-06-27","2014-07-03","1"
"EWJ",False,"2014-07-11","2014-07-03","2014-07-11","1"
"EWJ",True,"2014-07-19","2014-07-11","2014-07-18","1"
"EWJ",False,"2014-07-25","2014-07-18","2014-07-25","1"
"EWJ",False,"2014-08-01","2014-07-25","2014-08-01","1"
"EWJ",False,"2014-08-08","2014-08-01","2014-08-08","1"
"EWJ",True,"2014-08-16","2014-08-08","2014-08-15","2"
"EWJ",False,"2014-08-22","2014-08-15","2014-08-22","1"
"EWJ",False,"2014-08-29","2014-08-22","2014-08-29","1"
"EWJ",False,"2014-09-12","2014-09-05","2014-09-12","1"
"EWJ",True,"2014-09-20","2014-09-12","2014-09-19","2"
"EWJ",False,"2014-09-26","2014-09-19","2014-09-26","1"
"EWJ",False,"2014-10-03","2014-09-26","2014-10-03","1"
"EWJ",False,"2014-10-10","2014-10-03","2014-10-10","1"
"EWJ",True,"2014-10-18","2014-10-10","2014-10-17","1"
"EWJ",False,"2014-10-24","2014-10-17","2014-10-24","2"
"EWJ",False,"2014-10-31","2014-10-24","2014-10-31","2"
"EWJ",False,"2014-11-07","2014-10-31","2014-11-07","1"
"EWJ",False,"2014-11-14","2014-11-07","2014-11-14","3"
"EWJ",True,"2014-11-22","2014-11-14","2014-11-21","3"
"EWJ",False,"2014-11-28","2014-11-21","2014-11-28","1"
"EWJ",False,"2014-12-05","2014-11-28","2014-12-05","1"
"EWJ",False,"2014-12-12","2014-12-05","2014-12-12","2"
"EWJ",True,"2014-12-20","2014-12-12","2014-12-19","3"
"EWJ",False,"2014-12-26","2014-12-19","2014-12-26","1"
"EWJ",False,"2015-01-02","2014-12-26","2015-01-02","1"
"EWJ",False,"2015-01-09","2015-01-02","2015-01-09","2"
"EWJ",True,"2015-01-17","2015-01-09","2015-01-16","1"
"EWJ",False,"2015-01-23","2015-01-16","2015-01-23","2"
"EWJ",False,"2015-01-30","2015-01-23","2015-01-30","1"
"EWJ",False,"2015-02-06","2015-01-30","2015-02-06","1"
"EWJ",False,"2015-02-13","2015-02-06","2015-02-13","1"
"EWJ",True,"2015-02-20","2015-02-13","2015-02-20","1"
"EWJ",False,"2015-02-27","2015-02-20","2015-02-27","2"
"EWJ",False,"2015-03-06","2015-02-27","2015-03-06","1"
"EWJ",False,"2015-03-13","2015-03-06","2015-03-13","2"
"EWJ",True,"2015-03-20","2015-03-13","2015-03-20","1"
"EWJ",False,"2015-03-27","2015-03-20","2015-03-27","2"
"EWJ",False,"2015-04-02","2015-03-27","2015-04-02","1"
"EWJ",False,"2015-04-10","2015-04-02","2015-04-10","2"
"EWJ",True,"2015-04-17","2015-04-10","2015-04-17","2"
"EWJ",False,"2015-04-24","2015-04-17","2015-04-24","1"
"EWJ",False,"2015-05-01","2015-04-24","2015-05-01","2"
"EWJ",False,"2015-05-08","2015-05-01","2015-05-08","2"
"EWJ",True,"2015-05-15","2015-05-08","2015-05-15","1"
"EWJ",False,"2015-05-22","2015-05-15","2015-05-22","1"
"EWJ",False,"2015-05-29","2015-05-22","2015-05-29","2"
"EWJ",False,"2015-06-05","2015-05-29","2015-06-05","1"
"EWJ",False,"2015-06-12","2015-06-05","2015-06-12","2"
"EWJ",True,"2015-06-19","2015-06-12","2015-06-19","2"
"EWJ",False,"2015-06-26","2015-06-19","2015-06-26","2"
"EWJ",False,"2015-07-02","2015-06-26","2015-07-02","1"
"EWJ",False,"2015-07-10","2015-07-02","2015-07-10","2"
"EWJ",True,"2015-07-17","2015-07-10","2015-07-17","3"
"EWJ",False,"2015-07-24","2015-07-17","2015-07-24","1"
"EWJ",False,"2015-07-31","2015-07-24","2015-07-31","1"
"EWJ",False,"2015-08-07","2015-07-31","2015-08-07","1"
"EWJ",False,"2015-08-14","2015-08-07","2015-08-14","1"
"EWJ",True,"2015-08-21","2015-08-14","2015-08-21","2"
"EWJ",False,"2015-08-28","2015-08-21","2015-08-28","3"
"EWJ",False,"2015-09-04","2015-08-28","2015-09-04","3"
"EWJ",False,"2015-09-11","2015-09-04","2015-09-11","3"
"EWJ",True,"2015-09-18","2015-09-11","2015-09-18","3"
"EWJ",False,"2015-09-25","2015-09-18","2015-09-25","3"
"EWJ",False,"2015-10-02","2015-09-25","2015-10-02","3"
"EWJ",False,"2015-10-09","2015-10-02","2015-10-09","3"
"EWJ",True,"2015-10-16","2015-10-09","2015-10-16","1"
"EWJ",False,"2015-10-23","2015-10-16","2015-10-23","2"
"EWJ",False,"2015-10-30","2015-10-23","2015-10-30","1"
"EWJ",False,"2015-11-06","2015-10-30","2015-11-06","2"
"EWJ",False,"2015-11-13","2015-11-06","2015-11-13","1"
"EWJ",True,"2015-11-20","2015-11-13","2015-11-20","2"
"EWJ",False,"2015-11-27","2015-11-20","2015-11-27","1"
"EWJ",False,"2015-12-04","2015-11-27","2015-12-04","1"
"EWJ",False,"2015-12-11","2015-12-04","2015-12-11","2"
"EWJ",False,"2015-12-24","2015-12-18","2015-12-24","1"
"EWJ",False,"2015-12-31","2015-12-24","2015-12-31","1"
"EWJ",False,"2016-01-08","2015-12-31","2016-01-08","1"
"EWJ",True,"2016-01-15","2016-01-08","2016-01-15","3"
"EWJ",False,"2016-01-22","2016-01-15","2016-01-22","2"
"EWJ",False,"2016-01-29","2016-01-22","2016-01-29","4"
"EWJ",False,"2016-02-05","2016-01-29","2016-02-05","1"
"EWJ",False,"2016-02-12","2016-02-05","2016-02-12","1"
"EWJ",True,"2016-02-19","2016-02-12","2016-02-19","4"
"EWJ",False,"2016-02-26","2016-02-19","2016-02-26","2"
"EWJ",False,"2016-03-04","2016-02-26","2016-03-04","1"
"EWJ",False,"2016-03-11","2016-03-04","2016-03-11","1"
"EWJ",True,"2016-03-18","2016-03-11","2016-03-18","1"
"EWJ",False,"2016-03-24","2016-03-18","2016-03-24","1"
"EWJ",False,"2016-04-01","2016-03-24","2016-04-01","2"
"EWJ",False,"2016-04-08","2016-04-01","2016-04-08","1"
"EWJ",True,"2016-04-15","2016-04-08","2016-04-15","2"
"EWJ",False,"2016-04-22","2016-04-15","2016-04-22","2"
"EWJ",False,"2016-04-29","2016-04-22","2016-04-29","2"
"EWJ",False,"2016-05-06","2016-04-29","2016-05-06","2"
"EWJ",False,"2016-05-13","2016-05-06","2016-05-13","1"
"EWJ",True,"2016-05-20","2016-05-13","2016-05-20","1"
"EWJ",False,"2016-05-27","2016-05-20","2016-05-27","1"
"EWJ",False,"2016-06-03","2016-05-27","2016-06-03","1"
"EWJ",False,"2016-06-10","2016-06-03","2016-06-10","1"
"EWJ",True,"2016-06-17","2016-06-10","2016-06-17","3"
"EWJ",False,"2016-06-24","2016-06-17","2016-06-24","3"
"EWJ",False,"2016-07-01","2016-06-24","2016-07-01","2"
"EWJ",False,"2016-07-08","2016-07-01","2016-07-08","1"
"EWJ",True,"2016-07-15","2016-07-08","2016-07-15","3"
"EWJ",False,"2016-07-22","2016-07-15","2016-07-22","1"
"EWJ",False,"2016-07-29","2016-07-22","2016-07-29","2"
"EWJ",False,"2016-08-05","2016-07-29","2016-08-05","1"
"EWJ",False,"2016-08-12","2016-08-05","2016-08-12","1"
"EWJ",True,"2016-08-19","2016-08-12","2016-08-19","1"
"EWJ",False,"2016-08-26","2016-08-19","2016-08-26","1"
"EWJ",False,"2016-09-02","2016-08-26","2016-09-02","1"
"EWJ",True,"2016-09-16","2016-09-09","2016-09-16","1"
"EWJ",False,"2016-09-23","2016-09-16","2016-09-23","3"
"EWJ",False,"2016-09-30","2016-09-23","2016-09-30","1"
"EWJ",False,"2016-10-07","2016-09-30","2016-10-07","1"
"EWJ",False,"2016-10-14","2016-10-07","2016-10-14","1"
"EWJ",True,"2016-10-21","2016-10-14","2016-10-21","2"
"EWJ",False,"2016-10-28","2016-10-21","2016-10-28","1"
"EWJ",False,"2016-11-04","2016-10-28","2016-11-04","1"
"EWJ",False,"2016-11-11","2016-11-04","2016-11-11","2"
"EWJ",True,"2016-11-18","2016-11-11","2016-11-18","6"
"EWJ",False,"2016-11-25","2016-11-18","2016-11-25","4"
"EWJ",False,"2016-12-02","2016-11-25","2016-12-02","6"
"EWJ",False,"2016-12-09","2016-12-02","2016-12-09","4"
"EWJ",True,"2016-12-16","2016-12-09","2016-12-16","6"
"EWJ",False,"2016-12-23","2016-12-16","2016-12-23","3"
"EWJ",False,"2016-12-30","2016-12-23","2016-12-30","4"
"EWJ",False,"2017-01-06","2016-12-30","2017-01-06","3"
"EWJ",False,"2017-01-13","2017-01-06","2017-01-13","2"
"EWJ",True,"2017-01-20","2017-01-13","2017-01-20","5"
"EWJ",False,"2017-01-27","2017-01-20","2017-01-27","5"
"EWJ",False,"2017-02-03","2017-01-27","2017-02-03","6"
"EWJ",False,"2017-02-10","2017-02-03","2017-02-10","4"
"EWJ",True,"2017-02-17","2017-02-10","2017-02-17","5"
"EWJ",False,"2017-02-24","2017-02-17","2017-02-24","4"
"EWJ",False,"2017-03-03","2017-02-24","2017-03-03","4"
"EWJ",False,"2017-03-10","2017-03-03","2017-03-10","4"
"EWJ",True,"2017-03-17","2017-03-10","2017-03-17","5"
"EWJ",False,"2017-03-24","2017-03-17","2017-03-24","4"
"EWJ",False,"2017-03-31","2017-03-24","2017-03-31","5"
"EWJ",False,"2017-04-07","2017-03-31","2017-04-07","4"
"EWJ",False,"2017-04-13","2017-04-07","2017-04-13","3"
"EWJ",True,"2017-04-21","2017-04-13","2017-04-21","6"
"EWJ",False,"2017-04-28","2017-04-21","2017-04-28","4"
"EWJ",False,"2017-05-05","2017-04-28","2017-05-05","4"
"EWJ",False,"2017-05-12","2017-05-05","2017-05-12","4"
"EWJ",True,"2017-05-19","2017-05-12","2017-05-19","4"
"EWJ",False,"2017-05-26","2017-05-19","2017-05-26","5"
"EWJ",False,"2017-06-02","2017-05-26","2017-06-02","3"
"EWJ",False,"2017-06-09","2017-06-02","2017-06-09","3"
"EWJ",True,"2017-06-16","2017-06-09","2017-06-16","7"
"EWJ",False,"2017-06-23","2017-06-16","2017-06-23","5"
"EWJ",False,"2017-06-30","2017-06-23","2017-06-30","6"
"EWJ",False,"2017-07-07","2017-06-30","2017-07-07","4"
"EWJ",False,"2017-07-14","2017-07-07","2017-07-14","5"
"EWJ",True,"2017-07-21","2017-07-14","2017-07-21","5"
"EWJ",False,"2017-07-28","2017-07-21","2017-07-28","5"
"EWJ",False,"2017-08-04","2017-07-28","2017-08-04","4"
"EWJ",False,"2017-08-11","2017-08-04","2017-08-11","4"
"EWJ",True,"2017-08-18","2017-08-11","2017-08-18","5"
"EWJ",False,"2017-08-25","2017-08-18","2017-08-25","9"
"EWJ",False,"2017-09-01","2017-08-25","2017-09-01","7"
"EWJ",False,"2017-09-08","2017-09-01","2017-09-08","3"
"EWJ",True,"2017-09-15","2017-09-08","2017-09-15","5"
"EWJ",False,"2017-09-22","2017-09-15","2017-09-22","4"
"EWJ",False,"2017-09-29","2017-09-22","2017-09-29","4"
"EWJ",False,"2017-10-06","2017-09-29","2017-10-06","3"
"EWJ",False,"2017-10-13","2017-10-06","2017-10-13","4"
"EWJ",True,"2017-10-20","2017-10-13","2017-10-20","5"
"EWJ",False,"2017-10-27","2017-10-20","2017-10-27","7"
"EWJ",False,"2017-11-03","2017-10-27","2017-11-03","7"
"EWJ",False,"2017-11-10","2017-11-03","2017-11-10","6"
"EWJ",True,"2017-11-17","2017-11-10","2017-11-17","11"
"EWJ",False,"2017-11-24","2017-11-17","2017-11-24","5"
"EWJ",False,"2017-12-01","2017-11-24","2017-12-01","7"
"EWJ",False,"2017-12-08","2017-12-01","2017-12-08","6"
"EWJ",True,"2017-12-15","2017-12-08","2017-12-15","7"
"EWJ",False,"2017-12-22","2017-12-15","2017-12-22","6"
"EWJ",False,"2017-12-29","2017-12-22","2017-12-29","4"
"EWJ",False,"2018-01-05","2017-12-29","2018-01-05","5"
"EWJ",False,"2018-01-12","2018-01-05","2018-01-12","7"
"EWJ",True,"2018-01-19","2018-01-12","2018-01-19","5"
"EWJ",False,"2018-01-26","2018-01-19","2018-01-26","8"
"EWJ",False,"2018-02-02","2018-01-26","2018-02-02","9"
"EWJ",False,"2018-02-09","2018-02-02","2018-02-09","13"
"EWJ",True,"2018-02-16","2018-02-09","2018-02-16","11"
"EWJ",False,"2018-02-23","2018-02-16","2018-02-23","12"
"EWJ",False,"2018-03-02","2018-02-23","2018-03-02","10"
"EWJ",False,"2018-03-09","2018-03-02","2018-03-09","8"
"EWJ",True,"2018-03-16","2018-03-09","2018-03-16","12"
"EWJ",False,"2018-03-23","2018-03-16","2018-03-23","7"
"EWJ",False,"2018-03-29","2018-03-23","2018-03-29","18"
"EWJ",False,"2018-04-06","2018-03-29","2018-04-06","13"
"EWJ",False,"2018-04-13","2018-04-06","2018-04-13","13"
"EWJ",True,"2018-04-20","2018-04-13","2018-04-20","9"
"EWJ",False,"2018-04-27","2018-04-20","2018-04-27","9"
"EWJ",False,"2018-05-04","2018-04-27","2018-05-04","8"
"EWJ",False,"2018-05-11","2018-05-04","2018-05-11","8"
"EWJ",True,"2018-05-18","2018-05-11","2018-05-18","7"
"EWJ",False,"2018-05-25","2018-05-18","2018-05-25","7"
"EWJ",False,"2018-06-01","2018-05-25","2018-06-01","7"
"EWJ",False,"2018-06-08","2018-06-01","2018-06-08","5"
"EWJ",True,"2018-06-15","2018-06-08","2018-06-15","8"
"EWJ",False,"2018-06-22","2018-06-15","2018-06-22","7"
"EWJ",False,"2018-06-29","2018-06-22","2018-06-29","9"
"EWJ",False,"2018-07-06","2018-06-29","2018-07-06","6"
"EWJ",False,"2018-07-13","2018-07-06","2018-07-13","10"
"EWJ",True,"2018-07-20","2018-07-13","2018-07-20","5"
"EWJ",False,"2018-07-27","2018-07-20","2018-07-27","7"
"EWJ",False,"2018-08-03","2018-07-27","2018-08-03","8"
"EWJ",False,"2018-08-10","2018-08-03","2018-08-10","7"
"EWJ",True,"2018-08-17","2018-08-10","2018-08-17","8"
"EWJ",False,"2018-08-24","2018-08-17","2018-08-24","8"
"EWJ",False,"2018-08-31","2018-08-24","2018-08-31","5"
"EWJ",False,"2018-09-07","2018-08-31","2018-09-07","5"
"EWJ",False,"2018-09-14","2018-09-07","2018-09-14","8"
"EWJ",True,"2018-09-21","2018-09-14","2018-09-21","6"
"EWJ",False,"2018-09-28","2018-09-21","2018-09-28","8"
"EWJ",False,"2018-10-05","2018-09-28","2018-10-05","7"
"EWJ",False,"2018-10-12","2018-10-05","2018-10-12","12"
"EWJ",True,"2018-10-19","2018-10-12","2018-10-19","13"
"EWJ",False,"2018-10-26","2018-10-19","2018-10-26","13"
"EWJ",False,"2018-11-02","2018-10-26","2018-11-02","18"
"EWJ",False,"2018-11-09","2018-11-02","2018-11-09","8"
"EWJ",True,"2018-11-16","2018-11-09","2018-11-16","10"
"EWJ",False,"2018-11-23","2018-11-16","2018-11-23","7"
"EWJ",False,"2018-11-30","2018-11-23","2018-11-30","10"
"EWJ",False,"2018-12-07","2018-11-30","2018-12-07","12"
"EWJ",False,"2018-12-14","2018-12-07","2018-12-14","11"
"EWJ",True,"2018-12-21","2018-12-14","2018-12-21","9"
"EWJ",False,"2018-12-28","2018-12-21","2018-12-28","10"
"EWU",True,"2010-06-19","2010-06-11","2010-06-18","1"
"EWU",True,"2010-08-21","2010-08-13","2010-08-20","1"
"EWU",True,"2011-01-22","2011-01-14","2011-01-21","1"
"EWU",True,"2011-03-19","2011-03-11","2011-03-18","1"
"EWU",True,"2011-05-21","2011-05-13","2011-05-20","1"
"EWU",True,"2011-06-18","2011-06-10","2011-06-17","1"
"EWU",True,"2011-07-16","2011-07-08","2011-07-15","1"
"EWU",True,"2011-08-20","2011-08-12","2011-08-19","3"
"EWU",True,"2011-09-17","2011-09-09","2011-09-16","1"
"EWU",True,"2011-10-22","2011-10-14","2011-10-21","1"
"EWU",True,"2011-11-19","2011-11-11","2011-11-18","1"
"EWU",True,"2011-12-17","2011-12-09","2011-12-16","1"
"EWU",True,"2012-01-21","2012-01-13","2012-01-20","1"
"EWU",True,"2014-03-22","2014-03-14","2014-03-21","1"
"EWU",True,"2014-08-16","2014-08-08","2014-08-15","1"
"EWU",True,"2014-09-20","2014-09-12","2014-09-19","1"
"EWU",True,"2014-10-18","2014-10-10","2014-10-17","1"
"EWU",True,"2014-11-22","2014-11-14","2014-11-21","1"
"EWU",True,"2014-12-20","2014-12-12","2014-12-19","1"
"EWU",True,"2015-02-20","2015-02-13","2015-02-20","1"
"EWU",True,"2015-03-20","2015-03-13","2015-03-20","1"
"EWU",True,"2015-06-19","2015-06-12","2015-06-19","1"
"EWU",True,"2015-07-17","2015-07-10","2015-07-17","1"
"EWU",True,"2015-08-21","2015-08-14","2015-08-21","1"
"EWU",True,"2015-09-18","2015-09-11","2015-09-18","1"
"EWU",True,"2016-01-15","2016-01-08","2016-01-15","1"
"EWU",True,"2016-06-17","2016-06-10","2016-06-17","1"
"EWU",False,"2016-06-24","2016-06-17","2016-06-24","8"
"EWU",False,"2016-07-01","2016-06-24","2016-07-01","3"
"EWU",False,"2016-07-08","2016-07-01","2016-07-08","1"
"EWU",True,"2016-07-15","2016-07-08","2016-07-15","1"
"EWU",False,"2016-07-22","2016-07-15","2016-07-22","1"
"EWU",False,"2016-07-29","2016-07-22","2016-07-29","1"
"EWU",False,"2016-08-05","2016-07-29","2016-08-05","1"
"EWU",False,"2016-08-12","2016-08-05","2016-08-12","1"
"EWU",True,"2016-11-18","2016-11-11","2016-11-18","1"
"EWU",False,"2016-12-09","2016-12-02","2016-12-09","1"
"EWU",True,"2016-12-16","2016-12-09","2016-12-16","1"
"EWU",False,"2017-03-03","2017-02-24","2017-03-03","1"
"EWU",True,"2017-03-17","2017-03-10","2017-03-17","1"
"EWU",False,"2017-03-31","2017-03-24","2017-03-31","1"
"EWU",True,"2017-04-21","2017-04-13","2017-04-21","1"
"EWU",False,"2017-04-28","2017-04-21","2017-04-28","2"
"EWU",False,"2017-05-12","2017-05-05","2017-05-12","2"
"EWU",True,"2017-05-19","2017-05-12","2017-05-19","1"
"EWU",False,"2017-06-02","2017-05-26","2017-06-02","1"
"EWU",False,"2017-06-09","2017-06-02","2017-06-09","3"
"EWU",True,"2017-06-16","2017-06-09","2017-06-16","1"
"EWU",False,"2017-06-23","2017-06-16","2017-06-23","2"
"EWU",False,"2017-06-30","2017-06-23","2017-06-30","1"
"EWU",False,"2017-07-07","2017-06-30","2017-07-07","1"
"EWU",False,"2017-07-14","2017-07-07","2017-07-14","1"
"EWU",False,"2017-07-28","2017-07-21","2017-07-28","1"
"EWU",False,"2017-08-04","2017-07-28","2017-08-04","1"
"EWU",False,"2017-08-11","2017-08-04","2017-08-11","1"
"EWU",True,"2017-08-18","2017-08-11","2017-08-18","2"
"EWU",False,"2017-08-25","2017-08-18","2017-08-25","2"
"EWU",False,"2017-09-01","2017-08-25","2017-09-01","1"
"EWU",False,"2017-09-08","2017-09-01","2017-09-08","1"
"EWU",True,"2017-09-15","2017-09-08","2017-09-15","1"
"EWU",False,"2017-09-22","2017-09-15","2017-09-22","1"
"EWU",False,"2017-10-13","2017-10-06","2017-10-13","1"
"EWU",True,"2017-10-20","2017-10-13","2017-10-20","1"
"EWU",False,"2017-10-27","2017-10-20","2017-10-27","1"
"EWU",False,"2017-11-03","2017-10-27","2017-11-03","1"
"EWU",False,"2017-11-10","2017-11-03","2017-11-10","1"
"EWU",True,"2017-11-17","2017-11-10","2017-11-17","1"
"EWU",False,"2017-12-01","2017-11-24","2017-12-01","1"
"EWU",False,"2017-12-08","2017-12-01","2017-12-08","1"
"EWU",True,"2017-12-15","2017-12-08","2017-12-15","1"
"EWU",False,"2017-12-22","2017-12-15","2017-12-22","1"
"EWU",False,"2018-01-05","2017-12-29","2018-01-05","1"
"EWU",False,"2018-01-12","2018-01-05","2018-01-12","1"
"EWU",True,"2018-01-19","2018-01-12","2018-01-19","1"
"EWU",False,"2018-01-26","2018-01-19","2018-01-26","2"
"EWU",False,"2018-02-02","2018-01-26","2018-02-02","2"
"EWU",False,"2018-02-09","2018-02-02","2018-02-09","3"
"EWU",True,"2018-02-16","2018-02-09","2018-02-16","1"
"EWU",False,"2018-02-23","2018-02-16","2018-02-23","2"
"EWU",False,"2018-03-02","2018-02-23","2018-03-02","2"
"EWU",False,"2018-03-09","2018-03-02","2018-03-09","2"
"EWU",True,"2018-03-16","2018-03-09","2018-03-16","1"
"EWU",False,"2018-03-23","2018-03-16","2018-03-23","2"
"EWU",False,"2018-03-29","2018-03-23","2018-03-29","1"
"EWU",False,"2018-04-06","2018-03-29","2018-04-06","3"
"EWU",False,"2018-04-13","2018-04-06","2018-04-13","2"
"EWU",True,"2018-04-20","2018-04-13","2018-04-20","2"
"EWU",False,"2018-04-27","2018-04-20","2018-04-27","2"
"EWU",False,"2018-05-04","2018-04-27","2018-05-04","2"
"EWU",False,"2018-05-11","2018-05-04","2018-05-11","1"
"EWU",True,"2018-05-18","2018-05-11","2018-05-18","2"
"EWU",False,"2018-05-25","2018-05-18","2018-05-25","2"
"EWU",False,"2018-06-01","2018-05-25","2018-06-01","2"
"EWU",False,"2018-06-08","2018-06-01","2018-06-08","2"
"EWU",True,"2018-06-15","2018-06-08","2018-06-15","1"
"EWU",False,"2018-06-29","2018-06-22","2018-06-29","3"
"EWU",False,"2018-07-06","2018-06-29","2018-07-06","2"
"EWU",False,"2018-07-13","2018-07-06","2018-07-13","2"
"EWU",True,"2018-07-20","2018-07-13","2018-07-20","2"
"EWU",False,"2018-07-27","2018-07-20","2018-07-27","2"
"EWU",False,"2018-08-03","2018-07-27","2018-08-03","2"
"EWU",False,"2018-08-10","2018-08-03","2018-08-10","1"
"EWU",True,"2018-08-17","2018-08-10","2018-08-17","3"
"EWU",False,"2018-08-24","2018-08-17","2018-08-24","3"
"EWU",False,"2018-08-31","2018-08-24","2018-08-31","2"
"EWU",False,"2018-09-07","2018-08-31","2018-09-07","3"
"EWU",False,"2018-09-14","2018-09-07","2018-09-14","3"
"EWU",True,"2018-09-21","2018-09-14","2018-09-21","2"
"EWU",False,"2018-09-28","2018-09-21","2018-09-28","2"
"EWU",False,"2018-10-05","2018-09-28","2018-10-05","2"
"EWU",False,"2018-10-12","2018-10-05","2018-10-12","2"
