"underlying","monthly","expiration","execution_date","last_trade_date","num_otm"
"DIA",False,"2010-06-11","2010-06-04","2010-06-11","15"
"DIA",True,"2010-06-19","2010-06-11","2010-06-18","15"
"DIA",False,"2010-06-25","2010-06-18","2010-06-25","11"
"DIA",True,"2010-07-17","2010-07-09","2010-07-16","13"
"DIA",True,"2010-08-21","2010-08-13","2010-08-20","14"
"DIA",True,"2010-09-18","2010-09-10","2010-09-17","6"
"DIA",True,"2010-10-16","2010-10-08","2010-10-15","7"
"DIA",True,"2010-11-20","2010-11-12","2010-11-19","8"
"DIA",True,"2010-12-18","2010-12-10","2010-12-17","11"
"DIA",False,"2010-12-31","2010-12-23","2010-12-31","9"
"DIA",True,"2011-01-22","2011-01-14","2011-01-21","14"
"DIA",True,"2011-02-19","2011-02-11","2011-02-18","14"
"DIA",True,"2011-03-19","2011-03-11","2011-03-18","20"
"DIA",True,"2011-04-16","2011-04-08","2011-04-15","15"
"DIA",True,"2011-05-21","2011-05-13","2011-05-20","11"
"DIA",True,"2011-06-18","2011-06-10","2011-06-17","20"
"DIA",True,"2011-07-16","2011-07-08","2011-07-15","12"
"DIA",True,"2011-08-20","2011-08-12","2011-08-19","21"
"DIA",True,"2011-09-17","2011-09-09","2011-09-16","33"
"DIA",False,"2011-09-30","2011-09-23","2011-09-30","28"
"DIA",True,"2011-10-22","2011-10-14","2011-10-21","16"
"DIA",True,"2011-11-19","2011-11-11","2011-11-18","21"
"DIA",True,"2011-12-17","2011-12-09","2011-12-16","23"
"DIA",False,"2011-12-30","2011-12-23","2011-12-30","11"
"DIA",True,"2012-01-21","2012-01-13","2012-01-20","14"
"DIA",True,"2012-02-18","2012-02-10","2012-02-17","13"
"DIA",True,"2012-03-17","2012-03-09","2012-03-16","12"
"DIA",False,"2012-03-30","2012-03-23","2012-03-30","9"
"DIA",True,"2012-04-21","2012-04-13","2012-04-20","16"
"DIA",True,"2012-05-19","2012-05-11","2012-05-18","19"
"DIA",True,"2012-06-16","2012-06-08","2012-06-15","12"
"DIA",False,"2012-06-29","2012-06-22","2012-06-29","15"
"DIA",True,"2012-07-21","2012-07-13","2012-07-20","14"
"DIA",True,"2012-08-18","2012-08-10","2012-08-17","10"
"DIA",False,"2012-08-24","2012-08-17","2012-08-24","7"
"DIA",False,"2012-08-31","2012-08-24","2012-08-31","12"
"DIA",False,"2012-09-07","2012-08-31","2012-09-07","12"
"DIA",False,"2012-09-14","2012-09-07","2012-09-14","15"
"DIA",True,"2012-09-22","2012-09-14","2012-09-21","18"
"DIA",False,"2012-09-28","2012-09-21","2012-09-28","17"
"DIA",False,"2012-10-05","2012-09-28","2012-10-05","23"
"DIA",False,"2012-10-12","2012-10-05","2012-10-12","17"
"DIA",True,"2012-10-20","2012-10-12","2012-10-19","23"
"DIA",False,"2012-10-26","2012-10-19","2012-10-26","19"
"DIA",False,"2012-11-02","2012-10-26","2012-11-02","22"
"DIA",False,"2012-11-09","2012-11-02","2012-11-09","27"
"DIA",True,"2012-11-17","2012-11-09","2012-11-16","27"
"DIA",False,"2012-11-23","2012-11-16","2012-11-23","19"
"DIA",False,"2012-11-30","2012-11-23","2012-11-30","22"
"DIA",False,"2012-12-07","2012-11-30","2012-12-07","22"
"DIA",False,"2012-12-14","2012-12-07","2012-12-14","19"
"DIA",True,"2012-12-22","2012-12-14","2012-12-21","23"
"DIA",False,"2012-12-28","2012-12-21","2012-12-28","20"
"DIA",False,"2013-01-04","2012-12-28","2013-01-04","23"
"DIA",False,"2013-01-11","2013-01-04","2013-01-11","14"
"DIA",True,"2013-01-19","2013-01-11","2013-01-18","14"
"DIA",False,"2013-01-25","2013-01-18","2013-01-25","15"
"DIA",False,"2013-02-01","2013-01-25","2013-02-01","15"
"DIA",False,"2013-02-08","2013-02-01","2013-02-08","16"
"DIA",True,"2013-02-16","2013-02-08","2013-02-15","17"
"DIA",False,"2013-02-22","2013-02-15","2013-02-22","14"
"DIA",False,"2013-03-01","2013-02-22","2013-03-01","21"
"DIA",False,"2013-03-08","2013-03-01","2013-03-08","18"
"DIA",True,"2013-03-16","2013-03-08","2013-03-15","17"
"DIA",False,"2013-03-22","2013-03-15","2013-03-22","15"
"DIA",False,"2013-03-28","2013-03-22","2013-03-28","11"
"DIA",False,"2013-04-05","2013-03-28","2013-04-05","15"
"DIA",False,"2013-04-12","2013-04-05","2013-04-12","20"
"DIA",True,"2013-04-20","2013-04-12","2013-04-19","16"
"DIA",False,"2013-04-26","2013-04-19","2013-04-26","20"
"DIA",False,"2013-05-03","2013-04-26","2013-05-03","20"
"DIA",False,"2013-05-10","2013-05-03","2013-05-10","20"
"DIA",True,"2013-05-18","2013-05-10","2013-05-17","16"
"DIA",False,"2013-05-24","2013-05-17","2013-05-24","21"
"DIA",False,"2013-05-31","2013-05-24","2013-05-31","17"
"DIA",False,"2013-06-07","2013-05-31","2013-06-07","20"
"DIA",False,"2013-06-14","2013-06-07","2013-06-14","22"
"DIA",True,"2013-06-22","2013-06-14","2013-06-21","28"
"DIA",False,"2013-06-28","2013-06-21","2013-06-28","22"
"DIA",False,"2013-07-05","2013-06-28","2013-07-05","22"
"DIA",False,"2013-07-12","2013-07-05","2013-07-12","20"
"DIA",True,"2013-07-20","2013-07-12","2013-07-19","24"
"DIA",False,"2013-07-26","2013-07-19","2013-07-26","17"
"DIA",False,"2013-08-02","2013-07-26","2013-08-02","17"
"DIA",False,"2013-08-09","2013-08-02","2013-08-09","16"
"DIA",True,"2013-08-17","2013-08-09","2013-08-16","21"
"DIA",False,"2013-08-23","2013-08-16","2013-08-23","22"
"DIA",False,"2013-08-30","2013-08-23","2013-08-30","16"
"DIA",False,"2013-09-06","2013-08-30","2013-09-06","21"
"DIA",False,"2013-09-13","2013-09-06","2013-09-13","20"
"DIA",True,"2013-09-21","2013-09-13","2013-09-20","21"
"DIA",False,"2013-09-27","2013-09-20","2013-09-27","18"
"DIA",False,"2013-10-04","2013-09-27","2013-10-04","17"
"DIA",False,"2013-10-11","2013-10-04","2013-10-11","22"
"DIA",True,"2013-10-19","2013-10-11","2013-10-18","23"
"DIA",False,"2013-10-25","2013-10-18","2013-10-25","17"
"DIA",False,"2013-11-01","2013-10-25","2013-11-01","14"
"DIA",False,"2013-11-08","2013-11-01","2013-11-08","20"
"DIA",True,"2013-11-16","2013-11-08","2013-11-15","17"
"DIA",False,"2013-11-22","2013-11-15","2013-11-22","17"
"DIA",False,"2013-11-29","2013-11-22","2013-11-29","13"
"DIA",False,"2013-12-06","2013-11-29","2013-12-06","18"
"DIA",False,"2013-12-13","2013-12-06","2013-12-13","18"
"DIA",True,"2013-12-21","2013-12-13","2013-12-20","28"
"DIA",False,"2013-12-27","2013-12-20","2013-12-27","17"
"DIA",False,"2014-01-03","2013-12-27","2014-01-03","14"
"DIA",False,"2014-01-10","2014-01-03","2014-01-10","17"
"DIA",True,"2014-01-18","2014-01-10","2014-01-17","19"
"DIA",False,"2014-01-24","2014-01-17","2014-01-24","17"
"DIA",False,"2014-01-31","2014-01-24","2014-01-31","21"
"DIA",False,"2014-02-07","2014-01-31","2014-02-07","25"
"DIA",False,"2014-02-14","2014-02-07","2014-02-14","25"
"DIA",True,"2014-02-22","2014-02-14","2014-02-21","13"
"DIA",False,"2014-02-28","2014-02-21","2014-02-28","20"
"DIA",False,"2014-03-07","2014-02-28","2014-03-07","14"
"DIA",False,"2014-03-14","2014-03-07","2014-03-14","17"
"DIA",True,"2014-03-22","2014-03-14","2014-03-21","30"
"DIA",False,"2014-03-28","2014-03-21","2014-03-28","20"
"DIA",False,"2014-04-04","2014-03-28","2014-04-04","24"
"DIA",False,"2014-04-11","2014-04-04","2014-04-11","20"
"DIA",True,"2014-04-19","2014-04-11","2014-04-17","25"
"DIA",False,"2014-04-25","2014-04-17","2014-04-25","17"
"DIA",False,"2014-05-02","2014-04-25","2014-05-02","20"
"DIA",False,"2014-05-09","2014-05-02","2014-05-09","16"
"DIA",True,"2014-05-17","2014-05-09","2014-05-16","17"
"DIA",False,"2014-05-23","2014-05-16","2014-05-23","20"
"DIA",False,"2014-05-30","2014-05-23","2014-05-30","14"
"DIA",False,"2014-06-06","2014-05-30","2014-06-06","15"
"DIA",False,"2014-06-13","2014-06-06","2014-06-13","14"
"DIA",True,"2014-06-21","2014-06-13","2014-06-20","18"
"DIA",False,"2014-06-27","2014-06-20","2014-06-27","13"
"DIA",False,"2014-07-03","2014-06-27","2014-07-03","13"
"DIA",False,"2014-07-11","2014-07-03","2014-07-11","16"
"DIA",True,"2014-07-19","2014-07-11","2014-07-18","15"
"DIA",False,"2014-07-25","2014-07-18","2014-07-25","16"
"DIA",False,"2014-08-01","2014-07-25","2014-08-01","16"
"DIA",False,"2014-08-08","2014-08-01","2014-08-08","23"
"DIA",True,"2014-08-16","2014-08-08","2014-08-15","23"
"DIA",False,"2014-08-22","2014-08-15","2014-08-22","18"
"DIA",False,"2014-08-29","2014-08-22","2014-08-29","18"
"DIA",False,"2014-09-05","2014-08-29","2014-09-05","13"
"DIA",False,"2014-09-12","2014-09-05","2014-09-12","12"
"DIA",True,"2014-09-20","2014-09-12","2014-09-19","19"
"DIA",False,"2014-09-26","2014-09-19","2014-09-26","17"
"DIA",False,"2014-10-03","2014-09-26","2014-10-03","18"
"DIA",False,"2014-10-10","2014-10-03","2014-10-10","22"
"DIA",True,"2014-10-18","2014-10-10","2014-10-17","30"
"DIA",False,"2014-10-24","2014-10-17","2014-10-24","23"
"DIA",False,"2014-10-31","2014-10-24","2014-10-31","23"
"DIA",False,"2014-11-07","2014-10-31","2014-11-07","24"
"DIA",False,"2014-11-14","2014-11-07","2014-11-14","17"
"DIA",True,"2014-11-22","2014-11-14","2014-11-21","20"
"DIA",False,"2014-11-28","2014-11-21","2014-11-28","18"
"DIA",False,"2014-12-05","2014-11-28","2014-12-05","19"
"DIA",False,"2014-12-12","2014-12-05","2014-12-12","17"
"DIA",True,"2014-12-20","2014-12-12","2014-12-19","31"
"DIA",False,"2014-12-26","2014-12-19","2014-12-26","13"
"DIA",False,"2015-01-02","2014-12-26","2015-01-02","16"
"DIA",False,"2015-01-09","2015-01-02","2015-01-09","21"
"DIA",True,"2015-01-17","2015-01-09","2015-01-16","26"
"DIA",False,"2015-01-23","2015-01-16","2015-01-23","34"
"DIA",False,"2015-01-30","2015-01-23","2015-01-30","19"
"DIA",False,"2015-02-06","2015-01-30","2015-02-06","32"
"DIA",False,"2015-02-13","2015-02-06","2015-02-13","27"
"DIA",True,"2015-02-20","2015-02-13","2015-02-20","23"
"DIA",False,"2015-02-27","2015-02-20","2015-02-27","21"
"DIA",False,"2015-03-06","2015-02-27","2015-03-06","20"
"DIA",False,"2015-03-13","2015-03-06","2015-03-13","22"
"DIA",True,"2015-03-20","2015-03-13","2015-03-20","25"
"DIA",False,"2015-03-27","2015-03-20","2015-03-27","21"
"DIA",False,"2015-04-02","2015-03-27","2015-04-02","24"
"DIA",False,"2015-04-10","2015-04-02","2015-04-10","24"
"DIA",True,"2015-04-17","2015-04-10","2015-04-17","19"
"DIA",False,"2015-04-24","2015-04-17","2015-04-24","29"
"DIA",False,"2015-05-01","2015-04-24","2015-05-01","20"
"DIA",False,"2015-05-08","2015-05-01","2015-05-08","26"
"DIA",True,"2015-05-15","2015-05-08","2015-05-15","24"
"DIA",False,"2015-05-22","2015-05-15","2015-05-22","20"
"DIA",False,"2015-05-29","2015-05-22","2015-05-29","16"
"DIA",False,"2015-06-05","2015-05-29","2015-06-05","25"
"DIA",False,"2015-06-12","2015-06-05","2015-06-12","29"
"DIA",True,"2015-06-19","2015-06-12","2015-06-19","27"
"DIA",False,"2015-06-26","2015-06-19","2015-06-26","28"
"DIA",False,"2015-07-02","2015-06-26","2015-07-02","30"
"DIA",False,"2015-07-10","2015-07-02","2015-07-10","33"
"DIA",True,"2015-07-17","2015-07-10","2015-07-17","30"
"DIA",False,"2015-07-24","2015-07-17","2015-07-24","16"
"DIA",False,"2015-07-31","2015-07-24","2015-07-31","22"
"DIA",False,"2015-08-07","2015-07-31","2015-08-07","22"
"DIA",False,"2015-08-14","2015-08-07","2015-08-14","24"
"DIA",True,"2015-08-21","2015-08-14","2015-08-21","25"
"DIA",False,"2015-08-28","2015-08-21","2015-08-28","23"
"DIA",False,"2015-09-04","2015-08-28","2015-09-04","39"
"DIA",False,"2015-09-11","2015-09-04","2015-09-11","21"
"DIA",True,"2015-09-18","2015-09-11","2015-09-18","22"
"DIA",False,"2015-09-25","2015-09-18","2015-09-25","14"
"DIA",False,"2015-10-02","2015-09-25","2015-10-02","19"
"DIA",False,"2015-10-09","2015-10-02","2015-10-09","32"
"DIA",True,"2015-10-16","2015-10-09","2015-10-16","21"
"DIA",False,"2015-10-23","2015-10-16","2015-10-23","23"
"DIA",False,"2015-10-30","2015-10-23","2015-10-30","20"
"DIA",False,"2015-11-06","2015-10-30","2015-11-06","30"
"DIA",False,"2015-11-13","2015-11-06","2015-11-13","16"
"DIA",True,"2015-11-20","2015-11-13","2015-11-20","33"
"DIA",False,"2015-11-27","2015-11-20","2015-11-27","18"
"DIA",False,"2015-12-04","2015-11-27","2015-12-04","21"
"DIA",False,"2015-12-11","2015-12-04","2015-12-11","29"
"DIA",False,"2015-12-24","2015-12-18","2015-12-24","16"
"DIA",False,"2015-12-31","2015-12-24","2015-12-31","14"
"DIA",False,"2016-01-08","2015-12-31","2016-01-08","20"
"DIA",True,"2016-01-15","2016-01-08","2016-01-15","36"
"DIA",False,"2016-01-22","2016-01-15","2016-01-22","31"
"DIA",False,"2016-01-29","2016-01-22","2016-01-29","36"
"DIA",False,"2016-02-05","2016-01-29","2016-02-05","30"
"DIA",False,"2016-02-12","2016-02-05","2016-02-12","44"
"DIA",True,"2016-02-19","2016-02-12","2016-02-19","33"
"DIA",False,"2016-02-26","2016-02-19","2016-02-26","29"
"DIA",False,"2016-03-04","2016-02-26","2016-03-04","31"
"DIA",False,"2016-03-11","2016-03-04","2016-03-11","26"
"DIA",True,"2016-03-18","2016-03-11","2016-03-18","21"
"DIA",False,"2016-03-24","2016-03-18","2016-03-24","10"
"DIA",False,"2016-04-01","2016-03-24","2016-04-01","24"
"DIA",False,"2016-04-08","2016-04-01","2016-04-08","18"
"DIA",True,"2016-04-15","2016-04-08","2016-04-15","21"
"DIA",False,"2016-04-22","2016-04-15","2016-04-22","26"
"DIA",False,"2016-04-29","2016-04-22","2016-04-29","16"
"DIA",False,"2016-05-06","2016-04-29","2016-05-06","28"
"DIA",False,"2016-05-13","2016-05-06","2016-05-13","24"
"DIA",True,"2016-05-20","2016-05-13","2016-05-20","24"
"DIA",False,"2016-05-27","2016-05-20","2016-05-27","24"
"DIA",False,"2016-06-03","2016-05-27","2016-06-03","14"
"DIA",False,"2016-06-10","2016-06-03","2016-06-10","16"
"DIA",True,"2016-06-17","2016-06-10","2016-06-17","27"
"DIA",False,"2016-06-24","2016-06-17","2016-06-24","29"
"DIA",False,"2016-07-01","2016-06-24","2016-07-01","33"
"DIA",False,"2016-07-08","2016-07-01","2016-07-08","19"
"DIA",True,"2016-07-15","2016-07-08","2016-07-15","17"
"DIA",False,"2016-07-22","2016-07-15","2016-07-22","12"
"DIA",False,"2016-07-29","2016-07-22","2016-07-29","19"
"DIA",False,"2016-08-05","2016-07-29","2016-08-05","22"
"DIA",False,"2016-08-12","2016-08-05","2016-08-12","16"
"DIA",True,"2016-08-19","2016-08-12","2016-08-19","16"
"DIA",False,"2016-08-26","2016-08-19","2016-08-26","18"
"DIA",False,"2016-09-02","2016-08-26","2016-09-02","19"
"DIA",False,"2016-09-09","2016-09-02","2016-09-09","14"
"DIA",True,"2016-09-16","2016-09-09","2016-09-16","34"
"DIA",False,"2016-09-23","2016-09-16","2016-09-23","24"
"DIA",False,"2016-09-30","2016-09-23","2016-09-30","10"
"DIA",False,"2016-10-07","2016-09-30","2016-10-07","23"
"DIA",False,"2016-10-14","2016-10-07","2016-10-14","19"
"DIA",True,"2016-10-21","2016-10-14","2016-10-21","24"
"DIA",False,"2016-10-28","2016-10-21","2016-10-28","24"
"DIA",False,"2016-11-04","2016-10-28","2016-11-04","26"
"DIA",False,"2016-11-11","2016-11-04","2016-11-11","32"
"DIA",True,"2016-11-18","2016-11-11","2016-11-18","15"
"DIA",False,"2016-11-25","2016-11-18","2016-11-25","14"
"DIA",False,"2016-12-02","2016-11-25","2016-12-02","13"
"DIA",False,"2016-12-09","2016-12-02","2016-12-09","23"
"DIA",True,"2016-12-16","2016-12-09","2016-12-16","16"
"DIA",False,"2016-12-23","2016-12-16","2016-12-23","15"
"DIA",False,"2016-12-30","2016-12-23","2016-12-30","5"
"DIA",False,"2017-01-06","2016-12-30","2017-01-06","18"
"DIA",False,"2017-01-13","2017-01-06","2017-01-13","17"
"DIA",True,"2017-01-20","2017-01-13","2017-01-20","18"
"DIA",False,"2017-01-27","2017-01-20","2017-01-27","16"
"DIA",False,"2017-02-03","2017-01-27","2017-02-03","9"
"DIA",False,"2017-02-10","2017-02-03","2017-02-10","14"
"DIA",True,"2017-02-17","2017-02-10","2017-02-17","15"
"DIA",False,"2017-02-24","2017-02-17","2017-02-24","11"
"DIA",False,"2017-03-03","2017-02-24","2017-03-03","12"
"DIA",False,"2017-03-10","2017-03-03","2017-03-10","9"
"DIA",True,"2017-03-17","2017-03-10","2017-03-17","11"
"DIA",False,"2017-03-24","2017-03-17","2017-03-24","6"
"DIA",False,"2017-03-31","2017-03-24","2017-03-31","15"
"DIA",False,"2017-04-07","2017-03-31","2017-04-07","12"
"DIA",False,"2017-04-13","2017-04-07","2017-04-13","12"
"DIA",True,"2017-04-21","2017-04-13","2017-04-21","18"
"DIA",False,"2017-04-28","2017-04-21","2017-04-28","12"
"DIA",False,"2017-05-05","2017-04-28","2017-05-05","11"
"DIA",False,"2017-05-12","2017-05-05","2017-05-12","11"
"DIA",True,"2017-05-19","2017-05-12","2017-05-19","17"
"DIA",False,"2017-05-26","2017-05-19","2017-05-26","14"
"DIA",False,"2017-06-02","2017-05-26","2017-06-02","11"
"DIA",False,"2017-06-09","2017-06-02","2017-06-09","9"
"DIA",True,"2017-06-16","2017-06-09","2017-06-16","15"
"DIA",False,"2017-06-23","2017-06-16","2017-06-23","8"
"DIA",False,"2017-06-30","2017-06-23","2017-06-30","11"
"DIA",False,"2017-07-07","2017-06-30","2017-07-07","13"
"DIA",False,"2017-07-14","2017-07-07","2017-07-14","10"
"DIA",True,"2017-07-21","2017-07-14","2017-07-21","11"
"DIA",False,"2017-07-28","2017-07-21","2017-07-28","6"
"DIA",False,"2017-08-04","2017-07-28","2017-08-04","4"
"DIA",False,"2017-08-11","2017-08-04","2017-08-11","7"
"DIA",True,"2017-08-18","2017-08-11","2017-08-18","18"
"DIA",False,"2017-08-25","2017-08-18","2017-08-25","7"
"DIA",False,"2017-09-01","2017-08-25","2017-09-01","21"
"DIA",False,"2017-09-08","2017-09-01","2017-09-08","10"
"DIA",True,"2017-09-15","2017-09-08","2017-09-15","19"
"DIA",False,"2017-09-22","2017-09-15","2017-09-22","11"
"DIA",False,"2017-09-29","2017-09-22","2017-09-29","8"
"DIA",False,"2017-10-06","2017-09-29","2017-10-06","12"
"DIA",False,"2017-10-13","2017-10-06","2017-10-13","9"
"DIA",True,"2017-10-20","2017-10-13","2017-10-20","11"
"DIA",False,"2017-10-27","2017-10-20","2017-10-27","8"
"DIA",False,"2017-11-03","2017-10-27","2017-11-03","10"
"DIA",False,"2017-11-10","2017-11-03","2017-11-10","9"
"DIA",True,"2017-11-17","2017-11-10","2017-11-17","12"
"DIA",False,"2017-11-24","2017-11-17","2017-11-24","16"
"DIA",False,"2017-12-01","2017-11-24","2017-12-01","7"
"DIA",False,"2017-12-08","2017-12-01","2017-12-08","26"
"DIA",True,"2017-12-15","2017-12-08","2017-12-15","21"
"DIA",False,"2017-12-22","2017-12-15","2017-12-22","14"
"DIA",False,"2017-12-29","2017-12-22","2017-12-29","8"
"DIA",False,"2018-01-05","2017-12-29","2018-01-05","9"
"DIA",False,"2018-01-12","2018-01-05","2018-01-12","14"
"DIA",True,"2018-01-19","2018-01-12","2018-01-19","13"
"DIA",False,"2018-01-26","2018-01-19","2018-01-26","18"
"DIA",False,"2018-02-02","2018-01-26","2018-02-02","20"
"DIA",False,"2018-02-09","2018-02-02","2018-02-09","37"
"DIA",True,"2018-02-16","2018-02-09","2018-02-16","15"
"DIA",False,"2018-02-23","2018-02-16","2018-02-23","31"
"DIA",False,"2018-03-02","2018-02-23","2018-03-02","25"
"DIA",False,"2018-03-09","2018-03-02","2018-03-09","32"
"DIA",True,"2018-03-16","2018-03-09","2018-03-16","16"
"DIA",False,"2018-03-23","2018-03-16","2018-03-23","22"
"DIA",False,"2018-03-29","2018-03-23","2018-03-29","39"
"DIA",False,"2018-04-06","2018-03-29","2018-04-06","25"
"DIA",False,"2018-04-13","2018-04-06","2018-04-13","36"
"DIA",True,"2018-04-20","2018-04-13","2018-04-20","24"
"DIA",False,"2018-04-27","2018-04-20","2018-04-27","29"
"DIA",False,"2018-05-04","2018-04-27","2018-05-04","23"
"DIA",False,"2018-05-11","2018-05-04","2018-05-11","28"
"DIA",True,"2018-05-18","2018-05-11","2018-05-18","17"
"DIA",False,"2018-05-25","2018-05-18","2018-05-25","19"
"DIA",False,"2018-06-01","2018-05-25","2018-06-01","19"
"DIA",False,"2018-06-08","2018-06-01","2018-06-08","18"
"DIA",True,"2018-06-15","2018-06-08","2018-06-15","25"
"DIA",False,"2018-06-22","2018-06-15","2018-06-22","20"
"DIA",False,"2018-06-29","2018-06-22","2018-06-29","20"
"DIA",False,"2018-07-06","2018-06-29","2018-07-06","17"
"DIA",False,"2018-07-13","2018-07-06","2018-07-13","22"
"DIA",True,"2018-07-20","2018-07-13","2018-07-20","18"
"DIA",False,"2018-07-27","2018-07-20","2018-07-27","18"
"DIA",False,"2018-08-03","2018-07-27","2018-08-03","16"
"DIA",False,"2018-08-10","2018-08-03","2018-08-10","17"
"DIA",True,"2018-08-17","2018-08-10","2018-08-17","21"
"DIA",False,"2018-08-24","2018-08-17","2018-08-24","21"
"DIA",False,"2018-08-31","2018-08-24","2018-08-31","18"
"DIA",False,"2018-09-07","2018-08-31","2018-09-07","16"
"DIA",False,"2018-09-14","2018-09-07","2018-09-14","24"
"DIA",True,"2018-09-21","2018-09-14","2018-09-21","17"
"DIA",False,"2018-09-28","2018-09-21","2018-09-28","16"
"DIA",False,"2018-10-05","2018-09-28","2018-10-05","10"
"DIA",False,"2018-10-12","2018-10-05","2018-10-12","23"
"DIA",True,"2018-10-19","2018-10-12","2018-10-19","38"
"DIA",False,"2018-10-26","2018-10-19","2018-10-26","33"
"DIA",False,"2018-11-02","2018-10-26","2018-11-02","34"
"DIA",False,"2018-11-09","2018-11-02","2018-11-09","30"
"DIA",True,"2018-11-16","2018-11-09","2018-11-16","34"
"DIA",False,"2018-11-23","2018-11-16","2018-11-23","19"
"DIA",False,"2018-11-30","2018-11-23","2018-11-30","23"
"DIA",False,"2018-12-07","2018-11-30","2018-12-07","49"
"DIA",False,"2018-12-14","2018-12-07","2018-12-14","32"
"DIA",True,"2018-12-21","2018-12-14","2018-12-21","48"
"DIA",False,"2018-12-28","2018-12-21","2018-12-28","16"
"EEM",True,"2010-06-19","2010-06-11","2010-06-18","9"
"EEM",False,"2010-07-02","2010-06-25","2010-07-02","9"
"EEM",False,"2010-07-09","2010-07-02","2010-07-09","8"
"EEM",True,"2010-07-17","2010-07-09","2010-07-16","10"
"EEM",False,"2010-07-23","2010-07-16","2010-07-23","5"
"EEM",False,"2010-07-30","2010-07-23","2010-07-30","7"
"EEM",False,"2010-08-06","2010-07-30","2010-08-06","7"
"EEM",False,"2010-08-13","2010-08-06","2010-08-13","4"
"EEM",True,"2010-08-21","2010-08-13","2010-08-20","10"
"EEM",False,"2010-08-27","2010-08-20","2010-08-27","5"
"EEM",False,"2010-09-03","2010-08-27","2010-09-03","7"
"EEM",False,"2010-09-10","2010-09-03","2010-09-10","3"
"EEM",True,"2010-09-18","2010-09-10","2010-09-17","4"
"EEM",False,"2010-09-24","2010-09-17","2010-09-24","4"
"EEM",False,"2010-10-01","2010-09-24","2010-10-01","4"
"EEM",False,"2010-10-08","2010-10-01","2010-10-08","3"
"EEM",True,"2010-10-16","2010-10-08","2010-10-15","4"
"EEM",False,"2010-10-22","2010-10-15","2010-10-22","4"
"EEM",False,"2010-10-29","2010-10-22","2010-10-29","3"
"EEM",False,"2010-11-05","2010-10-29","2010-11-05","4"
"EEM",False,"2010-11-12","2010-11-05","2010-11-12","4"
"EEM",True,"2010-11-20","2010-11-12","2010-11-19","5"
"EEM",False,"2010-11-26","2010-11-19","2010-11-26","4"
"EEM",False,"2010-12-03","2010-11-26","2010-12-03","5"
"EEM",False,"2010-12-10","2010-12-03","2010-12-10","7"
"EEM",True,"2010-12-18","2010-12-10","2010-12-17","7"
"EEM",False,"2010-12-23","2010-12-17","2010-12-23","5"
"EEM",False,"2010-12-31","2010-12-23","2010-12-31","6"
"EEM",False,"2011-01-07","2010-12-31","2011-01-07","6"
"EEM",False,"2011-01-14","2011-01-07","2011-01-14","5"
"EEM",True,"2011-01-22","2011-01-14","2011-01-21","6"
"EEM",False,"2011-01-28","2011-01-21","2011-01-28","5"
"EEM",False,"2011-02-04","2011-01-28","2011-02-04","6"
"EEM",False,"2011-02-11","2011-02-04","2011-02-11","6"
"EEM",True,"2011-02-19","2011-02-11","2011-02-18","8"
"EEM",False,"2011-02-25","2011-02-18","2011-02-25","6"
"EEM",False,"2011-03-04","2011-02-25","2011-03-04","6"
"EEM",False,"2011-03-11","2011-03-04","2011-03-11","7"
"EEM",True,"2011-03-19","2011-03-11","2011-03-18","8"
"EEM",False,"2011-03-25","2011-03-18","2011-03-25","7"
"EEM",False,"2011-04-01","2011-03-25","2011-04-01","6"
"EEM",False,"2011-04-08","2011-04-01","2011-04-08","5"
"EEM",True,"2011-04-16","2011-04-08","2011-04-15","8"
"EEM",False,"2011-04-21","2011-04-15","2011-04-21","5"
"EEM",False,"2011-04-29","2011-04-21","2011-04-29","5"
"EEM",False,"2011-05-06","2011-04-29","2011-05-06","3"
"EEM",False,"2011-05-13","2011-05-06","2011-05-13","5"
"EEM",True,"2011-05-21","2011-05-13","2011-05-20","7"
"EEM",False,"2011-05-27","2011-05-20","2011-05-27","6"
"EEM",False,"2011-06-03","2011-05-27","2011-06-03","2"
"EEM",False,"2011-06-10","2011-06-03","2011-06-10","5"
"EEM",True,"2011-06-18","2011-06-10","2011-06-17","9"
"EEM",False,"2011-06-24","2011-06-17","2011-06-24","9"
"EEM",False,"2011-07-01","2011-06-24","2011-07-01","8"
"EEM",False,"2011-07-08","2011-07-01","2011-07-08","4"
"EEM",True,"2011-07-16","2011-07-08","2011-07-15","7"
"EEM",False,"2011-07-22","2011-07-15","2011-07-22","7"
"EEM",False,"2011-07-29","2011-07-22","2011-07-29","5"
"EEM",False,"2011-08-05","2011-07-29","2011-08-05","9"
"EEM",False,"2011-08-12","2011-08-05","2011-08-12","10"
"EEM",True,"2011-08-20","2011-08-12","2011-08-19","13"
"EEM",False,"2011-08-26","2011-08-19","2011-08-26","7"
"EEM",False,"2011-09-02","2011-08-26","2011-09-02","11"
"EEM",False,"2011-09-09","2011-09-02","2011-09-09","10"
"EEM",True,"2011-09-17","2011-09-09","2011-09-16","12"
"EEM",False,"2011-09-23","2011-09-16","2011-09-23","10"
"EEM",False,"2011-09-30","2011-09-23","2011-09-30","11"
"EEM",False,"2011-10-07","2011-09-30","2011-10-07","10"
"EEM",False,"2011-10-14","2011-10-07","2011-10-14","10"
"EEM",True,"2011-10-22","2011-10-14","2011-10-21","10"
"EEM",False,"2011-10-28","2011-10-21","2011-10-28","9"
